,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
313,Jamie Harper\HarpJa01,TEN,RB,23,10,0,0,0,0,0,0,19,30,1.58,3,1,1,8,8.00,0,0,0,3,,,22,22.8,22.8,22.3,,98,
314,Jerricho Cotchery\CotcJe00,PIT,WR,30,14,2,0,0,0,0,0,0,0,,0,27,17,205,12.06,0,0,0,0,,,21,37.5,40.5,29.0,,126,
315,Will Heller\HellWi00,DET,TE,31,16,5,0,0,0,0,0,0,0,,0,23,17,150,8.82,1,0,0,1,,,21,38.0,41.0,29.5,,51,
316,Jacob Hester\HestJa00,DEN,RB,27,3,0,0,0,0,0,0,17,81,4.76,2,1,1,7,7.00,0,0,0,2,,,21,21.8,21.8,21.3,,100,
317,Lestar Jean\JeanLe01,HOU,WR,24,14,1,0,0,0,0,0,0,0,,0,12,6,151,25.17,1,0,0,1,,,21,27.1,30.1,24.1,,125,
318,Niles Paul\PaulNi00,WAS,TE,23,16,4,0,0,0,0,0,1,-1,-1.00,0,15,8,152,19.00,1,1,0,1,,,21,29.1,32.1,25.1,,50,
319,Leon Washington*\WashLe00,SEA,RB,30,16,0,0,0,0,0,0,23,83,3.61,1,8,4,31,7.75,0,2,1,2,,,21,25.4,26.4,23.4,,99,
320,Armando Allen\AlleAr00,CHI,RB,23,15,0,0,0,0,0,0,27,124,4.59,1,3,2,16,8.00,0,0,0,1,,,20,22.0,25.0,21.0,,103,
321,Anthony Dixon\DixoAn00,SFO,RB,25,16,0,0,0,0,0,0,21,78,3.71,2,0,0,0,,0,0,0,2,,,20,19.8,19.8,19.8,,104,
322,Donald Driver\DrivDo00,GNB,WR,37,13,1,0,0,0,0,0,0,0,,0,13,8,77,9.63,2,0,0,2,,,20,27.7,27.7,23.7,,128,
323,Will Johnson\JohnWi00,PIT,RB,23,16,7,0,0,0,0,0,2,7,3.50,0,26,15,137,9.13,1,0,0,1,,,20,35.4,38.4,27.9,,101,
324,Keshawn Martin\MartKe01,HOU,WR,22,16,1,0,0,0,0,0,4,53,13.25,0,28,10,85,8.50,1,1,0,1,,,20,29.8,29.8,24.8,,127,
325,Chris Ogbonnaya\OgboCh00,CLE,RB,26,15,1,0,0,0,0,0,8,30,3.75,0,32,24,187,7.79,0,1,1,0,,,20,43.7,47.7,31.7,,105,
326,Jalen Parmele\ParmJa00,JAX,RB,27,11,2,0,0,0,0,0,40,143,3.58,0,9,7,60,8.57,0,0,0,0,,,20,27.3,30.3,23.8,,102,
327,Curtis Brinkley\BrinCu00,SDG,RB,27,10,1,0,0,0,0,0,39,115,2.95,0,15,12,77,6.42,0,1,0,0,,,19,31.2,34.2,25.2,,106,
328,Kris Durham\DurhKr00,DET,WR,24,4,3,0,0,0,0,0,0,0,,0,21,8,125,15.63,1,0,0,1,,,19,26.5,29.5,22.5,,130,
329,Marlon Moore\MoorMa02,MIA,WR,25,14,2,0,0,0,0,0,1,9,9.00,0,9,6,116,19.33,1,0,0,1,,,19,24.5,27.5,21.5,,129,
330,Devin Aromashodu\AromDe00,MIN,WR,28,15,0,0,0,0,0,0,0,0,,0,22,11,182,16.55,0,0,0,0,,,18,29.2,32.2,23.7,,132,
331,Tandon Doss\DossTa00,BAL,WR,23,14,0,0,0,0,0,0,0,0,,0,17,7,123,17.57,1,0,0,1,,,18,25.3,28.3,21.8,,131,
332,Byron Leftwich\LeftBy00,PIT,QB,32,2,1,25,53,272,0,1,1,31,31.00,1,0,0,0,,0,1,0,1,,,18,18.0,19.0,19.0,,43,
333,Tyrod Taylor\TaylTy00,BAL,QB,23,7,0,17,29,179,0,1,14,73,5.21,1,0,0,0,,0,0,0,1,,,18,18.5,19.5,19.5,,42,
334,Jason Campbell\CampJa00,CHI,QB,31,6,1,32,51,265,2,2,7,28,4.00,0,0,0,0,,0,2,0,0,,,17,17.4,19.4,19.4,,44,
335,Jed Collins\CollJe01,NOR,RB,26,15,7,0,0,0,0,0,0,0,,0,16,14,70,5.00,2,1,1,2,,,17,31.0,32.0,24.0,,108,
336,Brian Leonard\LeonBr00,CIN,RB,28,15,0,0,0,0,0,0,33,106,3.21,0,15,11,67,6.09,0,0,0,0,,,17,28.3,31.3,22.8,,107,
337,Ryan Williams\WillRy00,ARI,RB,22,5,3,0,0,0,0,0,58,164,2.83,0,10,7,44,6.29,0,2,2,0,,,17,23.8,28.8,20.3,,109,
338,Jeremy Stewart\StewJe00,OAK,RB,23,4,0,0,0,0,0,0,25,101,4.04,0,8,8,62,7.75,0,0,0,0,,,16,24.3,27.3,20.3,,110,
339,Charlie Batch\BatcCh00,PIT,QB,38,2,2,45,70,475,1,4,0,0,,0,0,0,0,,0,1,0,0,,,15,15.0,22.0,19.0,,45,
340,Deion Branch\BranDe00,NWE,WR,33,10,4,0,0,0,0,0,0,0,,0,29,16,145,9.06,0,0,0,0,,,15,30.5,33.5,22.5,,133,
341,Shaun Hill\HillSh00,DET,QB,32,1,0,10,13,172,2,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,15,14.8,14.8,14.8,,46,
342,LaMichael James\JameLa00,SFO,RB,23,4,0,0,0,0,0,0,27,125,4.63,0,5,3,29,9.67,0,1,0,0,,,15,18.4,21.4,16.9,,111,
343,Dion Lewis\LewiDi00,PHI,RB,22,9,0,0,0,0,0,0,13,69,5.31,1,2,2,24,12.00,0,0,0,1,,,15,17.3,17.3,16.3,,112,
344,Rishard Matthews\MattRi00,MIA,TE,23,8,1,0,0,0,0,0,0,0,,0,20,11,151,13.73,0,0,0,0,,,15,26.1,29.1,20.6,,52,
345,Danny Ware\WareDa00,TAM,RB,27,16,1,0,0,0,0,0,11,51,4.64,0,20,14,100,7.14,0,0,0,0,,,15,29.1,32.1,22.1,,113,
346,Gary Barnidge\BarnGa01,CAR,TE,27,16,5,0,0,0,0,0,0,0,,0,6,6,78,13.00,1,0,0,1,,,14,19.8,19.8,16.8,,54,
347,Baron Batch\BatcBa00,PIT,RB,25,12,0,0,0,0,0,0,25,49,1.96,1,5,4,31,7.75,0,0,0,1,,,14,18.0,18.0,16.0,,115,
348,Brian Hoyer\HoyeBr00,ARI,QB,27,2,1,30,53,330,1,2,1,6,6.00,0,0,0,0,,0,1,0,0,,,14,13.8,18.8,15.8,,47,
349,Erik Lorig\LoriEr99,TAM,RB,26,16,7,0,0,0,0,0,0,0,,0,19,12,83,6.92,1,0,0,1,,,14,26.3,26.3,20.3,,114,
350,Mewelde Moore\MoorMe00,IND,RB,30,9,0,0,0,0,0,0,13,20,1.54,0,8,6,77,12.83,1,1,1,1,,,14,19.7,20.7,16.7,,116,
351,Matthew Mulligan\MullMa00,STL,TE,27,16,9,0,0,0,0,0,0,0,,0,12,8,84,10.50,1,0,0,1,,,14,22.4,22.4,18.4,,53,
352,Jordan Norwood\NorwJo00,CLE,WR,26,2,0,0,0,0,0,0,1,1,1.00,0,19,13,137,10.54,0,0,0,0,,,14,26.8,29.8,20.3,,134,
353,Anthony Allen\AlleAn01,BAL,RB,24,16,0,0,0,0,0,0,16,61,3.81,1,4,2,12,6.00,0,0,0,1,,,13,15.3,15.3,14.3,,117,
354,Cole Beasley\BeasCo00,DAL,WR,23,10,0,0,0,0,0,0,0,0,,0,24,15,128,8.53,0,0,0,0,,,13,27.8,30.8,20.3,,137,
355,Kevin Boss\BossKe00,KAN,TE,28,2,2,0,0,0,0,0,0,0,,0,3,3,65,21.67,1,0,0,1,,,13,15.5,15.5,14.0,,57,
356,Stanley Havili\HaviSt00,PHI,RB,25,15,2,0,0,0,0,0,6,22,3.67,1,12,7,43,6.14,0,0,0,1,,,13,19.5,19.5,16.0,,119,
357,Henry Hynoski\HynoHe01,NYG,RB,24,16,11,0,0,0,0,0,5,20,4.00,0,15,11,50,4.55,1,0,0,1,,,13,24.0,24.0,18.5,,118,
358,Jeff King\KingJe00,ARI,TE,29,16,12,0,0,0,0,0,0,0,,0,29,17,129,7.59,0,0,0,0,,,13,29.9,32.9,21.4,,55,
359,Ryan Lindley\LindRy00,ARI,QB,23,6,4,89,171,752,0,7,4,7,1.75,0,0,0,0,,0,3,2,0,,,13,12.8,24.8,19.8,,48,
360,Leonard Pope\PopeLe00,PIT,TE,29,16,2,0,0,0,0,0,0,0,,0,4,3,9,3.00,2,0,0,2,,,13,15.9,15.9,14.4,,56,
361,Lee Smith\SmitLe00,BUF,WR,25,16,7,0,0,0,0,0,0,0,,0,4,4,13,3.25,2,0,0,2,,,13,17.3,17.3,15.3,,135,
362,Steve Smith\SmitSt02,STL,WR,27,9,2,0,0,0,0,0,0,0,,0,25,14,131,9.36,0,0,0,0,,,13,27.1,30.1,20.1,,136,
363,Armanti Edwards\EdwaAr00,CAR,WR,24,16,0,0,1,0,0,0,0,0,,0,9,5,121,24.20,0,0,0,0,,,12,17.1,20.1,14.6,,139,
364,Trindon Holliday\HollTr00,2TM,WR,26,15,0,0,0,0,0,0,0,0,,0,2,2,17,8.50,0,6,1,2,,,12,13.7,14.7,12.7,,141,
365,Greg McElroy\McElGr00,NYJ,QB,24,2,1,19,31,214,1,1,8,30,3.75,0,0,0,0,,0,1,1,0,,,12,11.6,13.6,12.6,,49,
366,John Phillips\PhilJo00,DAL,TE,25,16,9,0,0,0,0,0,0,0,,0,10,8,55,6.88,1,0,0,1,,,12,19.5,19.5,15.5,,59,
367,Kealoha Pilares\PilaKe00,CAR,WR,24,8,0,0,0,0,0,0,1,17,17.00,0,4,2,42,21.00,1,0,0,1,,,12,13.9,13.9,12.9,,140,
368,Donte' Stallworth\StalDo00,NWE,WR,32,1,0,0,0,0,0,0,0,0,,0,2,1,63,63.00,1,0,0,1,,,12,13.3,13.3,12.8,,138,
369,Tim Tebow\TeboTi00,NYJ,TE,25,12,2,6,8,39,0,0,32,102,3.19,0,1,0,0,,0,0,0,0,,,12,11.8,14.8,11.8,,58,
370,Marcus Thigpen\ThigMa00,MIA,RB,26,16,0,0,0,0,0,0,1,8,8.00,0,2,1,15,15.00,0,1,1,2,,,12,13.3,14.3,12.8,,120,
371,Keith Toston\TostKe00,JAX,RB,25,5,1,0,0,0,0,0,17,74,4.35,0,4,3,41,13.67,0,0,0,0,,,12,14.5,14.5,13.0,,122,
372,Lawrence Vickers\VickLa00,DAL,RB,29,16,6,0,0,0,0,0,3,11,3.67,0,15,13,104,8.00,0,0,0,0,,,12,24.5,27.5,18.0,,121,
373,Josh Cooper\CoopJo00,CLE,WR,23,6,0,0,0,0,0,0,0,0,,0,19,8,106,13.25,0,0,0,0,,,11,18.6,21.6,14.6,,143,
374,Lance Dunbar\DunbLa00,DAL,RB,22,12,0,0,0,0,0,0,21,75,3.57,0,12,6,33,5.50,0,1,0,0,,,11,16.8,16.8,13.8,,123,
375,Kevin Elliott\ElliKe02,JAX,WR,24,13,1,0,0,0,0,0,0,0,,0,31,10,108,10.80,0,0,0,0,,,11,20.8,23.8,15.8,,142,
376,Michael Hoomanawanui\HoomMi00,NWE,TE,24,14,6,0,0,0,0,0,0,0,,0,7,5,109,21.80,0,0,0,0,,,11,15.9,18.9,13.4,,60,
377,Plaxico Burress\BurrPl00,PIT,WR,35,4,3,0,0,0,0,0,0,0,,0,7,3,42,14.00,1,0,0,1,,,10,13.2,13.2,11.7,,145,
378,Stephen Burton\BurtSt00,MIN,WR,23,12,1,0,0,0,0,0,0,0,,0,11,5,35,7.00,1,0,0,1,,,10,14.5,14.5,12.0,,147,
379,Orson Charles\CharOr00,CIN,TE,21,16,6,0,0,0,0,0,0,0,,0,10,8,101,12.63,0,0,0,0,,,10,18.1,21.1,14.1,,61,
380,Drew Davis\DaviDr00,ATL,WR,23,16,0,0,0,0,0,0,0,0,,0,5,4,40,10.00,1,0,0,1,,,10,14.0,14.0,12.0,,146,
381,Thaddeus Lewis\LewiTh01,CLE,QB,27,1,1,22,32,204,1,1,1,3,3.00,0,0,0,0,,0,0,0,0,,,10,10.5,11.5,11.5,,50,
382,Bruce Miller\MillBr02,SFO,RB,25,16,13,0,0,0,0,0,5,18,3.60,0,13,12,84,7.00,0,0,0,0,,,10,22.2,22.2,16.2,,125,
383,Kyle Orton\OrtoKy00,DAL,QB,30,1,0,9,10,89,1,0,0,0,,0,0,0,0,,0,0,0,0,,1,10,9.6,9.6,9.6,,51,
384,Bear Pascoe\PascBe00,NYG,TE,26,15,3,0,0,0,0,0,0,0,,0,9,4,35,8.75,1,0,0,1,,,10,13.5,13.5,11.5,,62,
385,Brian Robiskie\RobiBr00,DET,WR,25,6,0,0,0,0,0,0,0,0,,0,6,4,44,11.00,1,0,0,1,,,10,14.4,14.4,12.4,,144,
386,Phillip Tanner\TannPh00,DAL,RB,24,14,0,0,0,0,0,0,25,61,2.44,0,5,4,41,10.25,0,0,0,0,,,10,14.2,14.2,12.2,,124,
387,David Ausberry\AusbDa00,OAK,TE,25,16,0,0,0,0,0,0,0,0,,0,12,7,92,13.14,0,0,0,0,,,9,16.2,16.2,12.7,,64,
388,Dorin Dickerson\DickDo00,BUF,RB,24,11,0,0,0,0,0,0,1,-8,-8.00,0,15,9,117,13.00,0,1,1,0,,,9,17.9,21.9,13.4,,127,
389,Daniel Fells\FellDa00,NWE,WR,29,13,4,0,0,0,0,0,0,0,,0,10,4,85,21.25,0,0,0,0,,,9,12.5,12.5,10.5,,149,
390,James Hanna\HannJa00,DAL,TE,23,16,2,0,0,0,0,0,0,0,,0,11,8,86,10.75,0,0,0,0,,,9,16.6,16.6,12.6,,66,
391,Todd Heap\HeapTo00,ARI,TE,32,2,1,0,0,0,0,0,0,0,,0,13,8,94,11.75,0,0,0,0,,,9,17.4,17.4,13.4,,63,
392,Colt McCoy\McCoCo00,CLE,QB,26,3,0,9,17,79,1,0,4,15,3.75,0,0,0,0,,0,0,0,0,,,9,8.7,8.7,8.7,,53,
393,Matt Moore\MoorMa01,MIA,QB,28,2,0,11,19,131,1,0,5,-3,-0.60,0,3,0,0,,0,0,0,0,,,9,8.9,8.9,8.9,,52,
394,Richard Murphy\MurpRi00,JAX,RB,26,5,0,0,0,0,0,0,23,92,4.00,0,1,0,0,,0,0,0,0,,,9,9.2,9.2,9.2,,126,
395,Matt Spaeth\SpaeMa00,CHI,TE,29,16,8,0,0,0,0,0,0,0,,0,10,6,28,4.67,1,0,0,1,,,9,14.8,14.8,11.8,,65,
396,Matt Willis\WillMa00,DEN,WR,28,15,0,0,0,0,0,0,0,0,,0,22,10,90,9.00,0,0,0,0,,,9,19.0,19.0,14.0,,148,
397,Nate Byham\ByhaNa00,TAM,TE,24,11,2,0,0,0,0,0,0,0,,0,4,3,18,6.00,1,0,0,1,,,8,10.8,10.8,9.3,,69,
398,Terrance Copper\CoppTe00,KAN,WR,30,15,0,0,0,0,0,0,1,1,1.00,0,12,8,79,9.88,0,0,0,0,,,8,16.0,16.0,12.0,,151,
399,Jason Hill\HillJa00,NYJ,WR,27,4,0,0,0,0,0,0,0,0,,0,3,2,15,7.50,1,0,0,1,,,8,9.5,9.5,8.5,,152,
400,Michael Palmer\PalmMi00,ATL,TE,24,13,2,0,0,0,0,0,0,0,,0,6,6,22,3.67,1,0,0,1,,,8,14.2,14.2,11.2,,68,
401,DeVier Posey\PoseDe00,HOU,WR,22,11,0,0,0,0,0,0,1,-3,-3.00,0,14,6,87,14.50,0,0,0,0,,,8,14.4,14.4,11.4,,150,
402,Konrad Reuland\ReulKo00,NYJ,TE,25,16,3,0,0,0,0,0,0,0,,0,16,11,83,7.55,0,0,0,0,,,8,19.3,19.3,13.8,,67,
403,Kahlil Bell\BellKa00,2TM,RB,26,7,0,0,0,0,0,0,29,76,2.62,0,2,2,13,6.50,0,1,1,0,,,7,8.9,9.9,7.9,,131,
404,Steve Breaston\BreaSt00,KAN,WR,29,10,4,0,0,0,0,0,0,0,,0,15,7,74,10.57,0,1,0,0,,,7,14.4,14.4,10.9,,153,
405,Rhett Ellison\ElliRh00,MIN,RB,24,16,7,0,0,0,0,0,0,0,,0,9,7,65,9.29,0,0,0,0,,,7,13.5,13.5,10.0,,132,
406,Jabar Gaffney\GaffJa00,MIA,WR,32,3,0,0,0,0,0,0,0,0,,0,10,4,68,17.00,0,0,0,0,,,7,10.8,10.8,8.8,,156,
407,Richard Gordon\GordRi00,OAK,TE,25,13,1,0,0,0,0,0,0,0,,0,7,2,9,4.50,1,0,0,1,,,7,8.9,8.9,7.9,,70,
408,Brandon Jackson\JackBr00,CLE,RB,27,2,0,0,0,0,0,0,8,54,6.75,0,4,2,20,10.00,0,0,0,0,,,7,9.4,9.4,8.4,,128,
409,Greg Jones\JoneGr01,JAX,RB,31,12,4,0,0,0,0,0,5,8,1.60,0,14,11,64,5.82,0,0,0,0,,,7,18.2,18.2,12.7,,129,
410,Le'Ron McClain\McClLe00,SDG,RB,28,16,9,0,0,0,0,0,14,42,3.00,0,10,8,29,3.63,0,0,0,0,,,7,15.1,15.1,11.1,,130,
411,Jamar Newsome\NewsJa00,KAN,WR,25,6,2,0,0,0,0,0,0,0,,0,16,5,73,14.60,0,0,0,0,,,7,12.3,12.3,9.8,,154,
412,Ben Obomanu\ObomBe00,SEA,WR,29,8,0,0,0,0,0,0,1,11,11.00,0,9,4,58,14.50,0,0,0,0,,,7,10.9,10.9,8.9,,155,
413,David Reed\ReedDa00,BAL,WR,25,5,0,0,0,0,0,0,0,0,,0,6,5,66,13.20,0,0,0,0,,,7,11.6,11.6,9.1,,157,
414,Cyrus Gray\GrayCy00,KAN,RB,23,10,0,0,0,0,0,0,7,44,6.29,0,3,2,18,9.00,0,0,0,0,,,6,8.2,8.2,7.2,,133,
415,Ladarius Green\GreeLa00,SDG,WR,22,4,1,0,0,0,0,0,0,0,,0,4,4,56,14.00,0,0,0,0,,,6,9.6,9.6,7.6,,160,
416,Virgil Green\GreeVi00,DEN,TE,24,12,2,0,0,0,0,0,0,0,,0,6,5,63,12.60,0,0,0,0,,,6,11.3,11.3,8.8,,71,
417,Lavelle Hawkins\HawkLa00,TEN,WR,26,7,1,0,0,0,0,0,0,0,,0,11,5,62,12.40,0,0,0,0,,,6,11.2,11.2,8.7,,158,
418,Lex Hilliard\HillLe00,2TM,RB,28,14,9,0,0,0,0,0,9,33,3.67,0,9,4,23,5.75,0,0,0,0,,,6,9.6,9.6,7.6,,135,
419,Chris Pressley\PresCh00,CIN,RB,26,14,7,0,0,0,0,0,0,0,,0,3,1,1,1.00,1,0,0,1,,,6,7.1,7.1,6.6,,134,
420,Michael Preston\PresMi00,TEN,WR,23,4,0,0,0,0,0,0,0,0,,0,6,5,59,11.80,0,0,0,0,,,6,10.9,10.9,8.4,,159,
421,D.J. Williams\WillD.00,GNB,TE,24,13,2,0,0,0,0,0,0,0,,0,15,7,57,8.14,0,0,0,0,,,6,12.7,12.7,9.2,,72,
422,Seyi Ajirotutu\AjirSe00,SDG,WR,25,3,1,0,0,0,0,0,0,0,,0,4,3,45,15.00,0,0,0,0,,,5,7.5,7.5,6.0,,164,
423,Brandon Banks\BankBr00,WAS,WR,25,12,0,0,0,0,0,0,7,36,5.14,0,8,8,15,1.88,0,4,0,0,,,5,13.1,13.1,9.1,,163,
424,Garrett Celek\CeleGa00,SFO,TE,24,13,0,0,0,0,0,0,0,0,,0,7,4,51,12.75,0,0,0,0,,,5,9.1,9.1,7.1,,76,
425,Josh Cribbs*\CribJo01,CLE,WR,29,16,2,0,0,0,0,0,6,42,7.00,0,11,7,63,9.00,0,6,3,0,,,5,11.5,14.5,8.0,,165,
426,Roy Helu\HeluRo00,WAS,RB,24,3,0,0,0,0,0,0,2,2,1.00,0,7,7,45,6.43,0,0,0,0,,,5,11.7,11.7,8.2,,137,
427,Quinn Johnson\JohnQu00,TEN,RB,26,16,8,0,0,0,0,0,4,5,1.25,0,8,5,40,8.00,0,0,0,0,,,5,9.5,9.5,7.0,,138,
428,Steve Maneri\ManeSt00,KAN,TE,24,13,8,0,0,0,0,0,0,0,,0,12,5,51,10.20,0,0,0,0,,,5,10.1,10.1,7.6,,74,
429,Randy McMichael\McMiRa01,SDG,TE,33,16,10,0,0,0,0,0,0,0,,0,13,9,51,5.67,0,1,0,0,,,5,14.1,14.1,9.6,,75,
430,David Paulson\PaulDa01,PIT,TE,23,16,5,0,0,0,0,0,0,0,,0,11,7,51,7.29,0,1,0,0,,,5,12.1,12.1,8.6,,73,
431,Isaiah Pead\PeadIs00,STL,RB,23,15,1,0,0,0,0,0,10,54,5.40,0,4,3,16,5.33,0,2,1,0,,,5,8.0,9.0,6.5,,136,
432,Alex Smith\SmitAl02,CLE,TE,30,12,2,0,0,0,0,0,0,0,,0,18,13,47,3.62,0,0,0,0,,,5,17.7,17.7,11.2,,77,
433,Taylor Thompson\ThomTa00,TEN,TE,23,16,4,0,0,0,0,0,0,0,,0,14,6,46,7.67,0,0,0,0,,,5,10.6,10.6,7.6,,78,
434,Ryan Whalen\WhalRy00,CIN,WR,23,9,0,0,0,0,0,0,0,0,,0,12,7,53,7.57,0,0,0,0,,,5,12.3,12.3,8.8,,162,
435,Devon Wylie\WyliDe00,KAN,WR,24,6,1,0,0,0,0,0,0,0,,0,12,6,53,8.83,0,0,0,0,,,5,11.3,11.3,8.3,,161,
436,Kyle Adams\AdamKy00,CHI,TE,24,15,2,0,0,0,0,0,0,0,,0,8,4,40,10.00,0,0,0,0,,,4,8.0,8.0,6.0,,80,
437,Arrelious Benn\BennAr00,TAM,WR,24,8,1,0,0,0,0,0,3,16,5.33,0,6,4,26,6.50,0,1,0,0,,,4,8.2,8.2,6.2,,167,
438,Greg Camarillo\CamaGr00,NOR,WR,30,5,0,0,0,0,0,0,0,0,,0,5,4,44,11.00,0,0,0,0,,,4,8.4,8.4,6.4,,166,
439,John Carlson\CarlJo00,MIN,TE,28,14,6,0,0,0,0,0,0,0,,0,14,8,43,5.38,0,0,0,0,,,4,12.3,12.3,8.3,,79,
440,Toney Clemons\ClemTo00,JAX,WR,24,4,0,0,0,0,0,0,0,0,,0,11,3,41,13.67,0,0,0,0,,,4,7.1,7.1,5.6,,170,
441,Nate Eachus\EachNa00,KAN,RB,22,11,2,0,0,0,0,0,5,18,3.60,0,3,1,19,19.00,0,0,0,0,,,4,4.7,4.7,4.2,,140,
442,Jerome Felton*\FeltJe00,MIN,RB,26,16,7,0,0,0,0,0,0,0,,0,4,3,35,11.67,0,0,0,0,,,4,6.5,6.5,5.0,,142,
443,Charly Martin\MartCh00,SEA,WR,28,4,1,0,0,0,0,0,0,0,,0,6,4,42,10.50,0,0,0,0,,,4,8.2,8.2,6.2,,168,
444,Ruvell Martin\MartRu00,BUF,WR,30,14,0,0,0,0,0,0,0,0,,0,6,4,41,10.25,0,0,0,0,,,4,8.1,8.1,6.1,,169,
445,Bernard Scott\ScotBe00,CIN,RB,28,2,0,0,0,0,0,0,8,35,4.38,0,0,0,0,,0,0,0,0,,,4,3.5,3.5,3.5,,141,
446,Anthony Sherman\SherAn00,ARI,RB,24,13,4,0,0,0,0,0,0,0,,0,8,5,39,7.80,0,0,0,0,,,4,8.9,8.9,6.4,,139,
447,Kris Adams\AdamKr00,IND,WR,25,3,0,0,0,0,0,0,0,0,,0,8,2,26,13.00,0,0,0,0,,,3,4.6,4.6,3.6,,177,
448,Jarrett Boykin\BoykJa00,GNB,WR,23,10,0,0,0,0,0,0,0,0,,0,6,5,27,5.40,0,0,0,0,,,3,7.7,7.7,5.2,,176,
449,Travaris Cadet\CadeTr00,NOR,RB,23,13,0,0,0,0,0,0,1,5,5.00,0,8,5,44,8.80,0,1,1,0,,,3,7.9,8.9,5.4,,145,
450,Andre Caldwell\CaldAn00,DEN,WR,27,8,0,0,0,0,0,0,1,14,14.00,0,4,1,18,18.00,0,0,0,0,,,3,4.2,4.2,3.7,,171,
451,Ben Hartsock\HartBe00,CAR,TE,32,15,5,0,0,0,0,0,0,0,,0,3,2,30,15.00,0,0,0,0,,,3,5.0,5.0,4.0,,83,
452,Jerrel Jernigan\JernJe00,NYG,WR,23,9,0,0,0,0,0,0,1,6,6.00,0,5,3,22,7.33,0,1,0,0,,,3,5.8,5.8,4.3,,174,
453,Taiwan Jones\JoneTa00,OAK,RB,24,14,0,0,0,0,0,0,6,21,3.50,0,2,2,11,5.50,0,1,0,0,,,3,5.2,5.2,4.2,,144,
454,Jermaine Kearse\KearJe01,SEA,WR,22,7,1,0,0,0,0,0,0,0,,0,7,3,31,10.33,0,0,0,0,,,3,6.1,6.1,4.6,,172,
455,Matt Leinart\LeinMa00,OAK,QB,29,2,0,16,33,115,0,1,0,0,,0,0,0,0,,0,0,0,0,,,3,2.6,3.6,3.6,,55,
456,Mike McNeill\McNeMi00,STL,TE,24,14,1,0,0,0,0,0,0,0,,0,7,4,31,7.75,0,0,0,0,,,3,7.1,7.1,5.1,,81,
457,David Nelson\NelsDa01,BUF,TE,26,1,1,0,0,0,0,0,0,0,,0,5,2,31,15.50,0,0,0,0,,,3,5.1,5.1,4.1,,82,
458,Javon Ringer\RingJa00,TEN,RB,25,2,0,0,0,0,0,0,2,14,7.00,0,5,3,12,4.00,0,0,0,0,,,3,5.6,5.6,4.1,,146,
459,Deonte Thompson\ThomDe04,BAL,WR,23,6,0,0,0,0,0,0,0,0,,0,6,5,51,10.20,0,1,1,0,,,3,8.1,9.1,5.6,,173,
460,Eric Weems\WeemEr00,CHI,WR,27,16,1,0,0,0,0,0,0,0,,0,4,2,27,13.50,0,1,0,0,,,3,4.7,4.7,3.7,,175,
461,Johnny White\WhitJo01,2TM,RB,24,7,0,0,0,0,0,0,8,34,4.25,0,0,0,0,,0,0,0,0,,,3,3.4,3.4,3.4,,143,
462,T.J. Yates\YateT.00,HOU,QB,25,4,0,4,10,38,0,1,2,-1,-0.50,1,0,0,0,,0,2,1,1,,,3,3.4,5.4,4.4,,54,
463,Derek Anderson\AndeDe00,CAR,QB,29,2,0,4,4,58,0,0,0,0,,0,0,0,0,,0,0,0,0,,,2,2.3,2.3,2.3,,57,
464,Dezmon Briscoe\BrisDe00,WAS,WR,23,7,0,0,0,0,0,0,1,1,1.00,0,5,2,22,11.00,0,0,0,0,,,2,4.3,4.3,3.3,,179,
465,Chase Daniel\DaniCh00,NOR,QB,26,16,0,1,1,10,0,0,3,17,5.67,0,0,0,0,,0,0,0,0,,,2,2.1,2.1,2.1,,59,
466,Jim Dray\DrayJi00,ARI,TE,26,13,0,0,0,0,0,0,0,0,,0,2,2,15,7.50,0,0,0,0,,,2,3.5,3.5,2.5,,87,
467,Matt Flynn\FlynMa00,SEA,QB,27,3,0,5,9,68,0,0,4,-5,-1.25,0,0,0,0,,0,0,0,0,,,2,2.2,2.2,2.2,,58,
468,Mardy Gilyard\GilyMa00,2TM,WR,26,8,0,0,0,0,0,0,0,0,,0,6,2,15,7.50,0,0,0,0,,,2,3.5,3.5,2.5,,180,
469,Bruce Gradkowski\GradBr00,CIN,QB,29,2,0,5,11,65,0,0,4,-2,-0.50,0,0,0,0,,0,1,0,0,,,2,2.4,2.4,2.4,,56,
470,Cory Harkey\HarkCo00,STL,RB,22,5,0,0,0,0,0,0,0,0,,0,2,1,21,21.00,0,0,0,0,,,2,3.1,3.1,2.6,,148,
471,Kregg Lumpkin\LumpKr00,NYG,RB,28,5,0,0,0,0,0,0,9,42,4.67,0,2,0,0,,0,1,1,0,,,2,2.2,3.2,2.2,,147,
472,Collin Mooney\MoonCo00,TEN,RB,26,2,0,0,0,0,0,0,5,19,3.80,0,0,0,0,,0,0,0,0,,,2,1.9,1.9,1.9,,150,
473,Jake O'Connell\OConJa00,KAN,TE,27,8,0,0,0,0,0,0,0,0,,0,3,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,85,
